the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped,i_told_my_friend_or_my_family,in_a_park_or_garden_negative,in_a_park_or_garden_positive,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_ia_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination_factor,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,submitter_avatar_url,submitter_id,submitter_name,submitter_provider_id,submitter_provider_type,submitter_username,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E6100000206F38C33B4D40405D27DC002A8BD63F,1109,,,,,,,,Going to or from work_positive,,,,,,,,,,,,,,,,,24,2018-05-30 10:23:20.119+00,47,,"I run my business well without any disturbance,me and my customers, there are security lights around the place",,,,,,female,,124130,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.351351,32.603602,false,STREET,B1AAA,0.351351,32.603602,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.351351265515804,32.60360173138408|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-655536474",36188,false,Namuli Road,s,,good,,"Namuli Road, Kampala Central Region",,,,,,,,,,,,,,,Anytime,,2018-05-30 11:35:53.962+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124130,session:bc4f1e77cc8ae7daed5d15069e0fd49b,true
0101000020E6100000A2F8340C1F4B4040AEC9CB407B13D43F,1186,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,24,2018-05-31 09:20:35.586+00,47,Someone tricked me and stole my money. The place has a lot of frauds. _x000D_Finding them and  arresting them.,,,,,,,female,,124681,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.313657,32.586911,false,POINT,P1AAA,0.313657,32.586911,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3136567,32.5869114|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-280546220",7063,false,Crane Bank,s,,bad,,"Crane Bank, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-31 09:20:35.63+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124681,session:7500b7e90ef98bbe29891ea64bb3b8b9,true
0101000020E6100000B12DCB6C73494040BBCB6B8CE967D43F,1226,,,,,,,Going to or from work_negative,,,,,,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,Public transport_negative,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,25,2018-05-31 12:16:39.653+00,47,Taxi conductors are ever shouting and forcelly pull people's hands. Need to get more customer.,,,,,,full time parent),female,gender_discrimination_factor,124722,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.318916,32.573894,false,POINT,P1AAA,0.318916,32.573894,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3189161,32.5738942|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1716026708",33903,false,,s,,bad,,", Kampala Central Region",,other,,,,,,,,,,,,,Evening,unemployed,2018-05-31 12:16:39.67+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124722,session:83f591e2e0e6085606efe4129bda15fe,true
0101000020E610000009409A709A4D4040925EE7AD19CCD33F,19,,,,,,,,,I avoid going there alone,,I reported it and authorities did something,,,,,,On the street_negative,,,,,,,,24,2018-05-22 11:08:16.163+00,47,These place is bad full of gang stars and they have every stole a kid from there,,,,,,full time parent),female,,104951,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.308769,32.606123,false,STREET,B1AAA,0.308769,32.606123,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.30876937499768303,32.60612273584795|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1479637269",28487,false,Muwayire Road,s,,bad,,"Muwayire Road, Kampala Central Region",none,,,,,,,,,,,,,,Afternoon,,2018-05-22 11:08:16.184+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/104951,session:2e6144dc85c7cef4906f0bae54f945bf,true
0101000020E6100000ED7EACD7414F404041D508BFC45FD33F,157,,,,,,Going to or from school_positive,,,,,,,,,,,,On the street_positive,,,,,,,17,2018-05-23 11:34:11.545+00,47,, once I was  robbed but the police officers helped me and the thief was imprisoned ,,,,,,female,,110526,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.302862,32.61906,false,POINT,P1AAA,0.302862,32.61906,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.302862,32.61906|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-926951594",24144,false,Water point,s,,good,,"Water point, Kampala Central Region",,,,student,,,,,,,,,,,Late night,,2018-05-23 11:34:11.566+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/110526,session:8a47614762ec3b5c60c6969eb4766e75,true
0101000020E6100000867A5BA0CD4B404058E9AF8DB874D43F,165,,,,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,,27,2018-05-23 11:47:45.107+00,47,conmen took money for school fees. security should be provided to civilans.,,,,,,,female,gender_discrimination_factor,110574,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.31969,32.592191,false,POINT,P1AAA,0.31969,32.592191,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3196899,32.5921914|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1940325718",7096,false,Chui,s,,bad,,"Chui, Kampala Central Region",,,,,,,,,,,,,,,Afternoon,,2018-05-23 11:47:45.179+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/110574,session:04fa0309cc675ccad9cbe2aaddf451b4,true
0101000020E6100000D2CA59710C4D4040E1C89E655F47D33F,172,,,,,,,,,,,,,,,,,,On the street_positive,,,,,,,21,2018-05-23 11:57:13.258+00,47,,"The place cool,and it is very busy, so it makes it safe for me",,,,,,female,,110612,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.301221,32.601926,false,POINT,P1AAA,0.301221,32.601926,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3012213,32.6019261|marker-sm-50318A-1&scalebar=true&zoom=15&rand=198070769",28487,false,Superoil,s,,good,,"Superoil, Kampala Central Region",,,,,,,,,,,,,,,Anytime,unemployed,2018-05-23 11:57:13.276+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/110612,session:3de977a337e249ab3dbbab7aa67f0bfb,true
0101000020E6100000D59DAEFC674D4040AEAB74C1E128D53F,268,,,,,,,,,,,,,,,,,,,,,,Public transport_positive,,,20,2018-05-24 08:59:17.763+00,47,,I was coming back from work.A car knocked someone but got help quickly because the hospital is near.,,,,,,female,,112121,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.330608,32.60473,false,STREET,B1AAA,0.330608,32.60473,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3306081659557553,32.604729917156156|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1511196418",24144,false,Naguru Road,s,,good,,"Naguru Road, Kampala Central Region",,,,,,,,,,,,,,,Evening,,2018-05-24 08:59:17.781+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112121,session:3cbd9d26bcfb1e27c69347a1110cce2a,true
0101000020E6100000B20A906AF54A4040C99D6BBA8BA0D53F,298,,,,,,,,,,,,,,,,,,,,,,Public transport_positive,,,24,2018-05-24 09:31:08.63+00,47,,People were working _x000D_Me_x000D_I was going for work _x000D_People around are all busy working _x000D__x000D_,,,,,,female,,112299,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.338195,32.585548,false,POINT,P1AAA,0.338195,32.585548,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3381947,32.5855477|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-17867885",36188,false,City Oil,s,,good,,"City Oil, Kampala Central Region",,,,,,,,,,,,,,,Morning,,2018-05-24 09:31:08.753+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112299,session:a647a85826eb2fafb6764d18b6911c38,true
0101000020E61000008217FECE7D4E404052673F69E02BD53F,333,,,,At the shops_positive,,,,,,,,,,,,,,,,,,,,,23,2018-05-24 10:09:29.541+00,47,,"The place is safe, clean, Security enough, so the place is safe",,,,,,female,,112528,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.330853,32.613243,false,POINT,P1AAA,0.330853,32.613243,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33085315,32.61324329000696|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1567757532",24144,false,CMC Building,s,,good,,"CMC Building, Kampala Central Region",,,,,,,,,,,,,,,Anytime,,2018-05-24 10:09:29.56+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/112528,session:940a04bca972b6f2883d3ed421d3c7ac,true
0101000020E610000035973AD073514040C9D78071791FD43F,582,,,,,,Going to or from school_positive,,,,,,,,,,,,,,,,,,,16,2018-05-25 11:47:33.064+00,47,,I usually take my little sister to school but the place is so secure in that the road is good and doesn't even have reckless drivers.,,,,,,female,,115167,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314495,32.636116,false,POINT,P1AAA,0.314495,32.636116,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.314495,32.6361158|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1145125769",24144,false,Family Care Clinic,s,,good,,"Family Care Clinic, Kampala Central Region",,,,student,,,,,,,,,,,Morning,,2018-05-25 11:47:33.08+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/115167,session:4da6537173059e5683633a86e99b2b9f,true
0101000020E61000001DFE3FF3BE48404073727247C7AAD63F,737,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,16,2018-05-28 08:59:24.665+00,47,"I was knocked by a vehicle,the cars and bodabodas run so fast,by putting humps on the road",,,,,,,female,,120254,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.354176,32.568321,false,STREET,B1AAA,0.354176,32.568321,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3541758464540425,32.56832142755011|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1304236607",36188,false,Ttula Road,s,,bad,,"Ttula Road, Kampala Central Region",none,,,student,,,,,,,,,,,Morning,,2018-05-28 08:59:24.691+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/120254,session:9aea184aa54e047b1b3b887ff8cb1617,true
0101000020E6100000428769B58147404078F7873B8C71D63F,915,,,,,Going to or from school_negative,,,,,,,I reported it but authorities did nothing,,,,,,,,,,,,,23,2018-05-28 13:41:21.076+00,47,"Bakubirawo omwana batiranawo, bagala sente ezo bwangu no'butaba na mirimu, bongere ku baserikale mukitundu",,,,,,full time parent),female,,121573,,UG,Country,Central Region,State,,County,,City,,Neighborhood,0.352249,32.558228,false,STREET,B1AAA,0.352249,32.558228,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3522492429257721,32.55822751880704|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1495488035",36188,false,Bwaise Nabweru Road,s,,bad,,"Bwaise Nabweru Road,  Central Region",none,,,,,,,,,,,,,,Late night,,2018-05-28 13:41:21.199+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/121573,session:9aea184aa54e047b1b3b887ff8cb1617,true
0101000020E6100000C3E29FB1094A4040A456B1B50C4AD53F,991,,,,,,,,,,,,,,,,,,On the street_positive,,,,,,,17,2018-05-29 09:23:08.829+00,47,,The place is secure with street lights,,,,,,female,,122579,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.332655,32.578429,false,STREET,B1AAA,0.332655,32.578429,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3326554528624116,32.57842857794024|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1251352683",7096,false,Yusuf Lule Road,s,,good,,"Yusuf Lule Road, Kampala Central Region",,,,student,,,,,,,,,,,Afternoon,,2018-05-31 14:17:15.835+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/122579,session:5a9003ecbc9d49ebde3d1d63c4a3cba5,true
0101000020E610000017107B1DC84940403DE61151C461D83F,1002,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,17,2018-05-29 09:55:20.627+00,47,Bodaboda men assaulted me verbally. They lack manners. They should sensitize them on gender.,,,,,,,female,gender_discrimination_factor,122690,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.381111,32.576648,false,POINT,P1AAA,0.381111,32.576648,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3811106,32.5766478|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1026455172",36188,false,People's Supermarket,s,,bad,,"People&#x27;s Supermarket, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-29 09:55:20.749+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/122690,session:190d552a9560c92a4b860ab24996cca9,true
0101000020E61000001A9D8F963A4A4040693C11E1F32CD43F,1107,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,22,2018-05-30 10:17:12.247+00,47,I was beaten by someone who was using drugs. Because the place is used by people who are addicted to drugs.  ,,,,,,,female,,124128,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.315239,32.57992,false,STREET,B1AAA,0.315239,32.57992,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.315239031182629,32.57991987597947|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1553294937",7063,false,The Square 2,s,,bad,,"The Square 2, Kampala Central Region",none,,,,,,,,,,,,,,Evening,,2018-05-30 11:38:36.248+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124128,session:6d968789e91dd7e099f6795526591e22,true
0101000020E61000007C7D7D12174A4040FED6EC8EEE23D43F,1141,,,,,,,,,,,,,,,,,,,,Out socially_positive,,,,,22,2018-05-30 11:58:59.586+00,47,,_x000D_The place is safe because there is enough security and there alot of people to help you incase of aproblem ,,,,,,female,,124163,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314806,32.578787,false,POINT,P1AAA,0.314806,32.578787,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3148061,32.57878650550988|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1141980877",7063,false,City Square,s,,good,,"City Square, Kampala Central Region",,,,,,,,,,,,,,,Anytime,,2018-05-30 11:58:59.716+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124163,session:8235559f6229bf33c6db92d5d20140a1,true
0101000020E6100000E456B2F3574B4040F0BFBA8E56FCD53F,1148,,,,At the shops_positive,,,,,,,,,,,,,,,,,,,,,30,2018-05-30 12:31:33.05+00,47,,Very many people know me because I have worked in this place and people are social.,,,,,,female,,124171,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.34366,32.588768,false,STREET,B1AAA,0.34366,32.588768,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.34366011581790595,32.58876781851819|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1534950920",36188,false,Kamwokya Kisalosalo Road,s,,good,,"Kamwokya Kisalosalo Road, Kampala Central Region",,,,,,,,,,,,,,,Anytime,,2018-05-30 12:31:33.067+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124171,session:83f591e2e0e6085606efe4129bda15fe,true
0101000020E6100000FADE02B071494040F76C6D87E55BD43F,1170,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,18,2018-05-31 09:00:52.185+00,47,"My phone was snatched, poor security, improve on security ",,,,,,,female,,124665,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.318116,32.57375,false,POINT,P1AAA,0.318116,32.57375,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.31811564999999997,32.57375030425806|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2032582409",33903,false,Equatoria Shopping Mall,s,,bad,,"Equatoria Shopping Mall, Kampala Central Region",none,,,student,,,,,,,,,,,Anytime,,2018-05-31 09:00:52.338+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124665,session:c82ddf938d10774a98c87e0dbb86420a,true
0101000020E61000000C20A683C84A404078FDFAC758EBD33F,1194,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,25,2018-05-31 09:37:10.162+00,47,"A man nearly stole my phone , I was putting on my bag on my back and I had my zipper open his hand in my bag,  high population and idleness. Provision of security in this place to arrest such people ",,,,,,,female,,124689,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.311197,32.58425,false,STREET,B1AAA,0.311197,32.58425,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.31119651273289867,32.584250303055484|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1578176174",7063,false,Nasser Road,s,,bad,,"Nasser Road, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-31 09:37:10.501+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124689,session:7500b7e90ef98bbe29891ea64bb3b8b9,true
0101000020E61000007B0CACE5824A40400C099C4C6342D43F,1223,,,,,,,,,,,,,,,,,,On the street_positive,,,,,,,21,2018-05-31 12:14:12.854+00,47,,We had a party and it was going to end late at night. The place is safe ,,,,,,female,,124719,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.316479,32.582075,false,POINT,P1AAA,0.316479,32.582075,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3164785,32.58207490617063|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-321913349",7063,false,Sheraton Hotel,s,,good,,"Sheraton Hotel, Kampala Central Region",,,,,,,,,,,,,,,Late night,,2018-05-31 12:14:13.008+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124719,session:6371bced78de91d065f1df19684dc948,true
0101000020E61000005A9A51AF384B404059A0EC951161D53F,1231,,At a public event_positive,,,,,,,,,,,,,,,,,,,,,,,23,2018-05-31 12:40:31.579+00,47,,"I was watching a movie at Acacia, because the place is cool and has enough security. ",,,,,,female,,124728,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.334087,32.587592,false,STREET,B1AAA,0.334087,32.587592,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.33408697289584033,32.587592183125764|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1977606279",7096,false,Acacia Avenue,s,,good,,"Acacia Avenue, Kampala Central Region",,,,,,,,,,,,,,,Late night,unemployed,2018-05-31 12:40:31.599+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/124728,session:c0969d4859e11c11a00aedcad97b60da,true
0101000020E6100000B670E6C1E047404057E60FC0A455D63F,1,,,At the shops_negative,,Going to or from school_negative,,Going to or from work_negative,,,,,,,,,,On the street_negative,,Out socially_negative,,Public transport_negative,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,17,2018-05-15 11:29:06.602+00,47,"There many unfinished and abandoned structures which harbor aggressors, poorly lit and many idlers around plus dark car garages",,,,,,,female,gender_discrimination_factor,100903,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.348784,32.561578,false,STREET,B1AAA,0.348784,32.561578,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3487842122244188,32.56157817723695|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-455211735",36188,false,Kawaala - Bwaise Road,s,,bad,,"Kawaala - Bwaise Road, Kampala Central Region",,,,,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/100903/support,,,,,,,,Anytime,,2018-05-18 10:08:13.99+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/100903,session:908479085b0d2d92be71fbd2d82b8d8f,true
