the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped_going_to_school_university_or_work,i_told_my_friend_or_my_family,in_a_park_or_gardennegative,in_a_park_or_garden_positive,lgbtqia,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_i_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,translation,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E6100000B4F67F95B14353C01D3E63C2931C28C0,1507,,,,,,,x,,x,,,,,,,,x,x,,x,,x,,x,,29,2018-05-30 22:55:41.043+00,46,,,,,,,x,Female,x,124516,,PE,Country,Huaral,State,,County,Lima,City,,Neighborhood,-12.055798,-77.057772,false,STREET,B1AAA,-12.055798,-77.057772,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0557976,-77.0577725|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-539495952",11,false,Tingo Maria,s,,bad,,,"Tingo Maria, Lima Huaral",,,,x,,,,,Evening,,2018-05-30 22:55:41.066+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124516,session:c1d92144450b1cdc75e86f1e98b1e508,true
0101000020E610000022021A5D983753C0163B78AF5C3928C0,1558,,,,,,,,,,,,,,,,,,,,,,,,,,25,2018-05-31 04:52:16.472+00,46,,,,,,,,female,,124620,,PE,Country,Lima,State,,County,PachacÃ¡mac,City,,Neighborhood,-12.112053,-76.868674,false,STREET,B1AAA,-12.112053,-76.868674,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.112053171960726,-76.86867414786985|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1936434282",Lima 19,false,Almirante Miguel Grau,s,,bad,,,"Almirante Miguel Grau, PachacÃ¡mac Lima",,,,,,,,,Evening,,2018-05-31 04:52:16.49+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124620,session:cd148a9336547c695b714936d5fa374e,true
0101000020E61000000EF8FF9FA14153C022E98175B62128C0,1677,,,,,,,,,,,,,,,,,,,,x,,,,x,x,25,2018-05-31 17:25:46.435+00,46,,,,,,,,Female,,124909,x,PE,Country,Lima,State,,County,La Victoria,City,,Neighborhood,-12.065805,-77.025187,false,STREET,B1AAA,-12.065805,-77.025187,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.065805041044474,-77.02518695622115|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1650419226",11,false,Psje. San Lorenzo,s,,bad,,,"Psje. San Lorenzo, La Victoria Lima",none,,,x,,,,,Anytime,,2018-05-31 17:25:46.455+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124909,session:6961113d85615df7d07a74857cd2a3a5,true
0101000020E61000009EF4FF9FF33A53C0ECFE12A8EE2828C0,1742,,x,,,,,,,,,,,,,,,,,,,,,,,,31,2018-05-31 17:48:35.153+00,46,,,,,,,,Female,,124992,x,,,,,,,,,,,,,,,,,,,,,,,,,good,,,,,,,,,,,,Morning,,2018-05-31 17:48:35.17+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124992,session:6961113d85615df7d07a74857cd2a3a5,true
0101000020E6100000FB0900F9164653C0FA54F32F191628C0,1810,,,,,,x,,,,,,,,,,,,,,,,,,,,16,2018-05-31 18:08:30.286+00,46,,,,,,,,Female,,125086,,PE,Country,Callao,State,,County,Carmen de La Legua-Reynoso,City,,Neighborhood,-12.043115,-77.095027,false,STREET,B1AAA,-12.043115,-77.095027,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.043114533002711,-77.09502747090045|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-802841974",2,false,Calle Callao,s,,good,,,"Calle Callao, Carmen de La Legua-Reynoso Callao",,,,student,,,,,Afternoon,,2018-05-31 18:08:30.439+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125086,session:6ab9cbe70ce4e83f85ee8177201ef9ce,true
0101000020E61000002BFB3F22754253C0833264F0041B28C0,1860,,,,,,,,,,,,,,,,,,,,,,,,x,x,22,2018-05-31 18:48:40.875+00,46,,,,,,,,female,x,125154,,PE,Country,Lima,State,,County,Lima,City,,Neighborhood,-12.05278,-77.038464,false,STREET,B1AAA,-12.05278,-77.038464,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.052779987182245,-77.03846364430908|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1505570690",Lima 01,false,Avenida Garcilazo de la Vega,s,,bad,,,"Avenida Garcilazo de la Vega, Lima Lima",,other,,x,,,,,Anytime,,2018-05-31 18:48:40.997+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125154,session:d7b5e3f655b0ef5c690d10aba1c3ffd2,true
0101000020E6100000BF69F3A0FD4353C00F4C5778E3FF27C0,1914,,,,,,,x,,x,,,,x,,,,,x,,,,x,,,,23,2018-05-31 19:25:57.379+00,46,"Cada que bajo del bus todos los ""alumnos"", chÃ³feres o cobradores son super irrespetuosos con las mujeres. ",,"Every one that goes off the bus all the ""students"", drivers or collectors are super disrespectful with women.",,,,,female,x,125231,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,DejÃ© de tomar esa ruta y ahora voy siempre en taxi ,,,,,,,,,,,Anytime,,2018-05-31 19:25:57.403+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125231,session:ba938a1fdec2a545d305047097b4e956,true
0101000020E61000002B09007A504053C0DE9B07F91E2228C0,1936,,,,,,,,,x,,,,,,,,,,,,,,,x,,25,2018-05-31 19:30:10.268+00,46,,,,,,,,female,,125258,,PE,Country,Lima,State,,County,La Victoria,City,,Neighborhood,-12.066561,-77.005081,false,STREET,B1AAA,-12.066561,-77.005081,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0665612,-77.0050813|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1869468366",10,false,Collas,s,,bad,,,"Collas, La Victoria Lima",,,,,,,,,Anytime,,2018-05-31 19:30:10.419+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125258,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E6100000AFF4FFC5BA3E53C0C6ACDF985A2628C0,1954,,,,,,,,,x,,,,,,,,,,,,,,,,,25,2018-05-31 19:33:13.23+00,46,,,,,,,,female,,125278,,PE,Country,Lima,State,,County,Ate,City,,Neighborhood,-12.074845,-76.980149,false,STREET,B1AAA,-12.074845,-76.980149,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.07484485781906,-76.98014945556055|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1040149842",12,false,Los Quechuas,s,,bad,,,"Los Quechuas, Ate Lima",,,,,,,,,Anytime,,2018-05-31 19:33:13.248+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125278,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E61000001305006C1C4653C0DF305A12632528C0,1970,,,,,,,,,,,,,,,,x,,,x,,,,,,,16,2018-05-31 19:39:01.653+00,46,,,,,,,,female,,125309,,PE,Country,Provincia de Huaral,State,,County,San Miguel,City,,Neighborhood,-12.073408,-77.09553,false,STREET,B1AAA,-12.073408,-77.09553,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0734082,-77.0955297|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1162476990",7006,false,Alfredo Icaza,s,,good,,,"Alfredo Icaza, San Miguel Provincia de Huaral",,,,,,,,,Afternoon,,2018-05-31 19:39:01.671+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125309,session:e637afa5a37dbf3c1cf5fe7ff0a2a362,true
0101000020E61000002B030068813F53C0B716ABE33F1528C0,1971,,,,,,,,,x,,,,,,,,,x,,,,,,,,25,2018-05-31 19:39:08.783+00,46,,,,,,,,female,,125311,,PE,Country,Lima,State,,County,El Agustino,City,,Neighborhood,-12.041062,-76.992713,false,POINT,P1AAA,-12.041062,-76.992713,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.04106195,-76.99271291442942|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1686585546",10,false,1390 CÃ©sar Vallejo,s,,bad,,,"1390 CÃ©sar Vallejo, El Agustino Lima",,,,,,,,,Anytime,,2018-05-31 19:39:08.808+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125311,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E6100000291150FDAD4653C08D86A853391C28C0,2100,,,,,x,,,,x,,,,,x,,,,x,,,,,,,x,16,2018-05-31 22:11:05.711+00,46,,,,,,,,female,x,125484,,PE,Country,Callao,State,,County,Bellavista,City,,Neighborhood,-12.054926,-77.104413,false,STREET,B1AAA,-12.054926,-77.104413,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.054925732907693,-77.10441331847399|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1392765292",2,false,Avenida auxiliar Mariscal Oscar Raul Benavides,s,,bad,,,"Avenida auxiliar Mariscal Oscar Raul Benavides, Bellavista Callao",,,,x,,,,,Anytime,,2018-05-31 22:11:05.729+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125484,session:930985bdaeee6ecf3ec5121e39f70fb3,true
0101000020E6100000591149FEFD3C53C08B1D2FD27B1F28C0,2115,,,,,,,,,x,,,x,,,,,,x,,,,,,,,30,2018-05-31 22:50:35.633+00,46,,,,,,,,female,,125503,,PE,Country,Lima,State,,County,La Molina,City,,Neighborhood,-12.061494,-76.953009,false,STREET,B1AAA,-12.061494,-76.953009,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.06149418454663,-76.95300853744365|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-819654344",3,false,Los EdafÃ³logos,s,,bad,,,"Los EdafÃ³logos, La Molina Lima",none,,,x,,,,,Evening,,2018-05-31 22:50:35.65+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125503,session:9b08ac7a0114174d8fdfa1501b9f9ca9,true
0101000020E61000003B0080A9C84553C04F05B99B490F28C0,2160,,,x,,x,,,,x,x,,x,x,,,,,,,,,,,x,x,18,2018-06-01 00:15:49.386+00,46,Pasaba con mis amigos y robaron como 3 veces y todos los dias literalmente es asi,,I spent with my friends and they stole like 3 times and every day it's literally like that,,,,,female,,125595,,PE,Country,Huaral,State,,County,San MartÃ­n de Porres,City,,Neighborhood,-12.02989,-77.09041,false,STREET,B1AAA,-12.02989,-77.09041,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0298904,-77.09041|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-2062972555",51131,false,Lobitos,s,,bad,,,"Lobitos, San MartÃ­n de Porres Huaral",none,,,x,,,,,Anytime,,2018-06-01 00:15:49.401+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125595,session:ed9ba4485ba399a3d92debc8401bc366,true
0101000020E61000000E99951EBB4653C01B7B6ED90C0228C0,2165,,,,,,,,,x,,,,,x,,,,x,,,,,,,,17,2018-06-01 00:25:32.816+00,46,,,,,,,,female,,125601,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,,,,,,Afternoon,,2018-06-01 00:25:32.832+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125601,session:88bc748682adce49d54ab038da55d143,true
0101000020E61000008A6A56258D3853C091E6DB40D23228C0,2171,,,,,,,x,,x,,,,,,,,,,,,,,,x,,19,2018-06-01 00:30:29.082+00,46,,,,,,,,female,x,125618,x,PE,Country,Huaral,State,,County,PachacÃ¡mac,City,,Neighborhood,-12.097376,-76.880552,false,STREET,B1AAA,-12.097376,-76.880552,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.09737600791725,-76.88055179804155|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-199743523",Lima 19,false,Victor Malasquez,s,,bad,,,"Victor Malasquez, PachacÃ¡mac Huaral",,other,,x,,,,,Late night,,2018-06-01 00:30:29.205+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125618,session:aacf918fb777f8ea5a1faeebaf16f155,true
0101000020E61000001573FAFC334153C05FECDE060C3B28C0,2182,,,,,,,,,x,,,,,,,,,,,,,,,x,,19,2018-06-01 01:11:21.436+00,46,,,,,,,,female,,125636,,PE,Country,Huaral,State,,County,Surquillo,City,,Neighborhood,-12.115331,-77.01883,false,STREET,B1AAA,-12.115331,-77.01883,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.115331459982018,-77.0188301779884|marker-sm-50318A-1&scalebar=true&zoom=15&rand=274935641",15000,false,Velarde,s,,bad,,,"Velarde, Surquillo Huaral",none,,,x,,,,,Anytime,,2018-06-01 01:11:21.559+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125636,session:de157875a2de77e777ce57c788c65f95,true
0101000020E61000007FD9A8CBBC3D53C0AAA7E1E3244728C0,2188,,,,,,,,,x,,,,,,,,,x,,,,,,,,21,2018-06-01 01:36:08.11+00,46,Roban ,,Steal,,,,,female,,125648,,PE,Country,Lima,State,,County,San Juan de Miraflores,City,,Neighborhood,-12.138927,-76.964646,false,STREET,B1AAA,-12.138927,-76.964646,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.1389269,-76.9646463|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1652709680",29,false,Almirante Miguel Grau,s,,bad,,,"Almirante Miguel Grau, San Juan de Miraflores Lima",,,,x,,,,,Anytime,,2018-06-01 01:36:08.129+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125648,session:635e87933164cca18d00e2f6b55cee4c,true
0101000020E6100000AF0A0008223B53C0AA4F6438A62C28C0,88,,,,,,,,,,,,,,,,x,,,,,,,,,,22,2018-04-26 04:33:47.958+00,46,,me siento tranquila,I feel quiet,,,,,Female,,94459,,,,,,,,,,,,,,,,,,,,,,,,,,good,,,,,,,student,,,,,Afternoon,,2018-04-26 04:33:48.096+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94459,session:ed015b9dc96e417c15609088bc78db15,true
0101000020E6100000A0070010CC3D53C0A17398DEE71428C0,1464,,,,,,,,,x,x,,,,,,,,x,,,,,,x,,21,2018-05-30 21:15:45.96+00,46,,,,,,,,Female,,124446,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,none,,,,,,,,Anytime,,2018-05-30 21:15:46.125+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124446,session:5db7752fa96fe6e0e437545e2f3ca99d,true
0101000020E610000038F8BFF54A4653C0F822FB5373F927C0,1733,,,,,,,,,x,,,,,,,,,x,,,,,,,,15,2018-05-31 17:46:44.942+00,46,,,,,,,,Female,x,124981,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,x,,,,,Anytime,,2018-05-31 17:46:44.959+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124981,session:8e10f2bb65d1133b8ccc8150ce0003af,true
,2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000001C75CBCA7A3D53C0B5DF050A6F1128C0,133,,,,,,,,,x,,,,,,,,,,,,,x,,,,22,2018-04-27 19:13:20.223+00,46,Un hombre me quiso besar. ,,A man wanted to kiss me.,,,,,Female,x,94794,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,x,,,,,Evening,,2018-05-14 03:55:40.868+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94794,session:826c11b084039b50f16f0fc7eada7678,true
0101000020E6100000050100A85C4253C073BD46BA7AC927C0,83,,,,,,,,,,,,,,,,,,x,,,,x,,,x,27,2018-04-26 01:19:07.19+00,46,Besos y silbidos de choferes ,,Kisses and whistles of drivers,,,,,Female,x,94443,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94443/support,,Morning,,2018-05-14 03:55:39.439+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94443,session:692c1150633a9e02aa980c33939e49b1,true
0101000020E6100000FCFE3FE16B4153C0E3EF4FCBC53628C0,90,,,x,,,,,,,,,,,,,,,x,,,,,,,x,23,2018-04-26 04:44:12.704+00,46,Hombres gritando cochinadas ,,Men screaming,,,,,Female,x,94462,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,other,,x,,,,,Afternoon,,2018-05-14 03:55:39.531+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94462,session:bf5fac6ea9087a6e3d89b5782e82e502,true
0101000020E61000000E06C0F77C3F53C028479B08B62C28C0,404,,,,,,,,,,,,,,,,,,,,,,,,,,16,2018-04-29 22:49:34.386+00,46,Poca iluminaciÃ³n,,Poor light,,,,,Female,x,95340,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,,,,,,Anytime,,2018-05-14 03:55:43.536+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95340,session:b67d21a316eefa4cb9b7a2d4f874291a,true
0101000020E610000041F7FF8E4C3E53C0EFB22B61F01D28C0,105,,,,,,,x,,,,,,,x,,,,x,,,,,,x,x,26,2018-04-26 16:20:50.701+00,46,Fui acosada por un hombre viejo y ebrio que comenzo a decir palabras obsenas por varios minutos.,,I was harassed by an old and drunk man who began to say obscene words for several minutes.,,,,,Female,x,94615,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94615/support,,Late night,,2018-05-14 03:55:39.96+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94615,session:af6e69a44369b40c5ec624e8a919ea3b,true
0101000020E6100000A5FC77C7F14253C0FE596213482128C0,220,,,,,,,x,,x,,,,,,,,,x,,,,,,,,19,2018-04-28 00:08:23.035+00,46,Un hombre me siguiÃ³ por varias cuadras. SentÃ­ mucho miedo. Tuve que tomar taxi. ,,A man followed me for several blocks. I was very scared. I had to take a taxi.,,,,,Female,x,94944,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,none,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94944/support,,Evening,,2018-05-14 03:55:41.63+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94944,session:a7fbd72e1907bb44d6f8063f48804751,true
0101000020E6100000EE0B80A2764453C0AD4B3ED31A3128C0,234,,,,,,,,,,,,,,,,,,x,,,,,,,,30,2018-04-28 03:27:17.929+00,46,Dos hombres que trabajan en la construcciÃ³n de un edificio me silbaron y dijeron algo al pasar,,Two men working in the construction of a building whistled at me and said something in passing,,,,,Female,,94972,,,,,,,,,,,,,,,,,,,,,,,,,,bad,Los insultÃ©,,,,,,,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94972/support,,Morning,unemployed,2018-04-28 03:27:18.133+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94972,session:dd78ff85e3374980a49961e8bd7a336f,true
0101000020E6100000340BABEE054553C0A61DAB52821A28C0,254,,,,,,,,,,,x,,,,,,,x,,,,,,,,38,2018-04-28 12:49:11.015+00,46,,,,,,,,Female,,95041,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,none,,,,,,,,Anytime,,2018-04-28 12:49:11.271+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95041,session:188afca644db081499bfd42e38745b40,true
0101000020E61000001D2651E05A4053C035F11F659C0628C0,257,,,,,,,,,,,,,,,x,,,,,,,,,,x,23,2018-04-28 14:23:37.026+00,46,Un hombre me dijo mamita rica,,A man told me rich mom,,,,,Female,x,95062,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,x,,,,,Evening,,2018-05-14 03:55:42.118+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95062,session:05d1ff61571c7daf776ac3f79cffd5ee,true
0101000020E610000078F4FFE5A34453C0A99874E3B7B927C0,281,,,,,,,,,,x,,,,,x,,,,,,,,,,,12,2018-04-28 17:41:19.383+00,46,,,,,,,,Female,,95109,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,x,,,,,Afternoon,,2018-04-28 17:41:19.637+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95109,session:1d7b2bacde634ac4a3f6f81d0cd06275,true
0101000020E6100000566EEC91823E53C065C5BD28EB8727C0,296,,,,,x,,,,,,,,,x,,,,,,,,,,,,12,2018-04-28 18:23:44.032+00,46,Me  silbaron y me isieron  pasar  un mal rato,,They whistled at me and they were having a hard time,,,,,Female,x,95129,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,x,,,,,Afternoon,,2018-05-14 03:55:42.332+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95129,session:ceebd8b8d4bdaa69b0a62bc93c73dbc2,true
0101000020E61000001102002CAC4153C053D692353A5028C0,352,,,,,,,,,,,,,,,,,,x,,,,,,,x,40,2018-04-29 17:16:21.234+00,46,Comentarios muy pesado,,Very heavy comments,,,,,Female,x,95252,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,,,,,,Morning,,2018-05-14 03:55:43.065+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95252,session:c2c73e48358f345962848d3625aa0270,true
0101000020E610000051F5FFF70D4153C0D3E9C332722528C0,371,,,x,,,,,,x,,,,,,,,,x,,,,,,,x,35,2018-04-29 19:54:01.77+00,46,acoso callejero,,street harassment,,,,,Female,x,95294,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,,,,,,Anytime,,2018-05-14 03:55:43.229+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95294,session:c2c73e48358f345962848d3625aa0270,true
0101000020E610000019F93FF6783D53C0DA8619AFFC4228C0,372,,,x,,,,,,,,,,,,,,,,,,,,,,x,28,2018-04-29 20:20:43.505+00,46,Es la esquina de la tienda se sientan a tomar y a fumar lanzando improperios a las chicas,,It is the corner of the store they sit to drink and smoke throwing expletives at the girls,,,,,Female,x,95296,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,none,,,,,,,,Evening,,2018-05-14 03:55:43.241+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95296,session:784906426dbc04f15cbc2635c3eb7537,true
0101000020E610000048F63FBABC4453C0EF0F7384EEEE27C0,395,,,,,,,,,,,,,,,,,,,,,,,,,,16,2018-04-29 22:18:48.459+00,46,,,,,,,,Female,,95322,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,,,,,,Anytime,,2018-04-29 22:18:48.58+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95322,session:b67d21a316eefa4cb9b7a2d4f874291a,true
0101000020E6100000A77BAD248A4053C02B1B99F1FD5F28C0,425,,,,,,,,,,,,,,,,,,,,,,,,,x,26,2018-04-30 04:16:14.103+00,46,Esta pequeÃ±a parte de la avenjda se ha vuelto de mucho tiempo zona donde se estacionan camiones y suele haber chÃ³feres que acosen con la mirada o gestos,,This small part of the avenjda has become a long time zone where trucks are parked and there are usually drivers who harass with their eyes or gestures,,,,,Female,x,95393,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,,,,,,Anytime,,2018-05-14 03:55:43.856+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95393,session:c22a5189209df22be8fe6eeb4a5be754,true
0101000020E6100000DAFDFF3FBB3C53C005021FEFD55128C0,450,,,,,,,,,,,,,,,,,,x,,,,x,,,x,26,2018-04-30 23:16:30.708+00,46,En el parque un tipo me hablÃ³ muy mal. _x000D_Me dijo palabras obscenas. ,,In the park a guy talked to me very badly._x000D_He told me obscene words. ,,,,,Female,x,95470,,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,x,,,,,Evening,,2018-05-14 03:55:44.31+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95470,session:9df577a40b718f0dc7613c17b8447bb0,true
0101000020E61000007261BE6B494253C0E3371DB2951628C0,466,,,,,,,,,,,,,,,,,,x,,,,,,,,32,2018-05-01 14:11:17.238+00,46,"Estaba sentada, esperando a que abrieran las puertas en mi trabajo, y un tipo se apareciÃ³ en buzo y me mostrÃ³ su pene. Me asustÃ© mucho.",,"I was sitting, waiting for the doors to open at my work, and a guy appeared in a sweatshirt and showed me his penis. I was really scared.",,,,,Female,x,95521,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,"Cada vez que paso por ahÃ­, trato de ver todo mi alrededor para que ningÃºn hombre se acerque demasiado.",,,,,,,,,,,Morning,,2018-05-14 03:55:44.519+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/95521,session:59fa2a0d6aa4cfc93021d37f03cc8dda,true
